id,stable
10079,1
10080,0
10083,1
10089,0
10090,0
10096,1
10098,0
10110,0
10120,1
10121,1
10124,0
10131,0
10137,0
10138,0
10139,1
10154,1
10160,1
10167,1
10168,1
10170,0
10171,0
10174,1
10180,0
10204,1
10205,0
10213,1
10222,1
10228,1
10234,1
10236,1
10244,1
10246,1
10254,0
10255,0
10259,1
10263,1
10266,0
10269,0
10272,1
10274,0
10278,1
10280,1
10282,0
10293,0
10297,1
10298,0
10303,0
10304,1
10311,0
10322,0
10324,1
10334,0
10340,0
10341,1
10352,1
10358,1
10361,0
10362,0
10363,0
10372,0
10382,0
10389,1
10391,1
10394,0
10395,0
10397,0
10406,1
10409,1
10421,1
10422,1
10427,0
10429,1
10430,1
10442,1
10444,1
10445,0
10447,0
10448,1
10450,0
10459,0
10464,1
10466,1
10470,0
10471,0
10473,0
10477,1
10482,0
10485,1
10490,0
10511,0
10518,1
10522,1
10524,0
10531,0
10532,0
10533,0
10534,0
10538,0
10542,1
10549,1
10553,0
10556,0
10562,1
10566,0
10569,0
10572,1
10573,1
10574,1
10575,1
10581,0
10583,0
10585,1
10587,0
10588,1
10590,1
10592,0
10595,1
10599,1
10601,0
10610,0
10615,1
10619,0
10624,0
10633,1
10636,1
10643,1
10645,1
10652,0
10660,0
10661,0
10667,1
10672,1
10683,1
10684,0
10686,0
10696,0
10704,0
10715,1
10718,1
10729,0
10730,0
10735,1
10739,1
10740,1
10745,1
10750,0
10753,1
10754,1
10759,1
10774,0
10775,1
10781,1
10783,1
10814,0
10817,1
10819,0
10820,0
10824,0
10825,0
10829,1
10830,0
10832,0
10833,1
10834,1
10835,1
10849,1
10851,1
10859,0
10867,1
10869,1
10875,0
10886,1
10892,1
10894,1
10895,1
10898,0
10899,0
10901,1
10915,1
10917,1
10919,1
10920,1
10923,1
10934,0
10940,1
10960,1
10961,0
10964,0
10965,0
10968,1
10970,1
10973,0
10977,1
10984,1
10989,0
11007,0
11012,0
11016,1
11035,0
11040,1
11043,1
11047,0
11049,0
11052,0
11068,1
11073,0
11077,1
11080,1
11085,1
11088,0
11093,1
11102,0
11108,1
11112,1
11115,0
11118,1
11124,1
11128,1
11130,0
11146,1
11155,1
11156,0
11157,1
11158,1
11160,0
11162,1
11164,1
11165,1
11171,1
11174,1
11175,1
11193,1
11195,1
11204,0
11211,0
11227,1
11230,0
11234,1
11242,0
11243,1
11248,1
11251,1
11257,1
11264,1
11271,0
11276,0
11278,1
11293,1
11300,0
11301,1
11303,1
11306,1
11313,1
11319,0
11338,0
11347,0
11351,1
11362,1
11368,0
11371,1
11373,0
11374,0
11379,1
11385,1
11387,0
11388,1
11392,1
11395,0
11399,1
11400,0
11401,1
11410,1
11413,1
11414,0
11426,0
11431,0
11438,0
11440,1
11445,1
11451,0
11457,1
11460,1
11477,0
11479,0
11488,0
11489,1
11492,0
11493,1
11501,0
11507,1
11508,1
11510,1
11516,1
11523,0
11526,1
11530,1
11539,0
11549,0
11551,1
11552,1
11553,1
11558,1
11577,0
11578,0
11598,1
11606,1
11615,1
11617,1
11619,1
11621,0
11632,0
11642,1
11647,0
11653,0
11660,1
11661,0
11666,0
11671,1
11673,0
11676,0
11681,1
11686,1
11692,0
11694,1
11696,0
11698,1
11699,0
11703,0
11704,0
11711,0
11719,0
11731,0
11735,0
11737,0
11741,1
11742,1
11746,0
11747,1
11751,0
11758,1
11761,0
11763,1
11775,1
11780,0
11783,1
11785,0
11789,1
11790,0
11802,0
11805,0
11807,0
11814,0
11815,0
11824,1
11827,1
11833,0
11842,1
11843,1
11850,0
11861,1
11865,1
11873,0
11875,1
11878,1
11885,0
11887,1
11888,1
11892,1
11897,1
11900,0
11912,1
11919,1
11920,1
11928,0
11929,0
11934,0
11939,1
11940,1
11942,1
11945,1
11955,1
11957,0
11958,0
11959,1
11961,0
11964,0
11966,0
11968,1
11969,1
11970,1
11979,0
11981,0
11983,1
11984,0
11987,0
11992,0
11999,0
12001,1
12002,1
12006,1
12016,1
12018,0
12023,0
12025,1
12030,0
12036,1
12037,1
12042,0
12045,0
12054,1
12062,1
12064,0
12065,0
12066,1
12071,0
12080,0
12081,1
12090,1
12105,0
12106,0
12109,0
12113,1
12121,1
12135,1
12140,0
12141,0
12144,0
12146,0
12149,0
12154,1
12157,1
12163,1
12164,1
12165,0
12171,0
12172,1
12181,0
12187,1
12197,1
12207,0
12209,0
12213,0
12214,0
12219,1
12227,0
12229,0
12232,1
12233,0
12236,1
12238,0
12255,1
12256,1
12264,1
12265,1
12275,1
12276,0
12279,0
12284,1
12286,1
12293,0
12300,1
12302,1
12304,0
12308,1
12319,1
12325,1
12328,1
12330,1
12334,1
12342,1
12343,0
12353,1
12360,1
12362,1
12366,1
12368,0
12372,1
12374,0
12376,0
12377,0
12387,1
12393,1
12399,0
12402,0
12405,0
12415,1
12418,1
12421,0
12424,1
12436,0
12442,0
12447,1
12448,1
12450,1
12453,1
12457,1
12458,0
12462,0
12468,0
12480,0
12482,0
12485,1
12491,0
12492,1
12496,0
12500,0
12510,0
12513,1
12519,0
12520,1
12525,1
12529,1
12533,1
12538,0
12543,0
12545,0
12546,1
12547,0
12556,1
12557,1
12559,0
12568,0
12574,0
12578,1
12582,0
12583,1
12587,0
12601,0
12603,0
12604,0
12608,0
12609,1
12610,1
12612,0
12628,0
12634,1
12636,1
12639,1
12645,0
12647,0
12651,0
12657,1
12661,0
12680,1
12694,0
12702,0
12707,1
12713,0
12716,1
12717,1
12721,1
12724,0
12737,1
12743,1
12745,0
12747,1
12754,0
12756,0
12761,0
12764,1
12767,0
12777,0
12779,1
12783,1
12784,0
12785,1
12790,0
12793,0
12815,0
12816,0
12818,1
12824,0
12827,1
12842,1
12844,1
12847,1
12860,1
12862,1
12863,1
12865,0
12867,0
12872,1
12895,1
12904,0
12912,0
12913,0
12919,0
12921,1
12924,1
12929,1
12950,0
12957,0
12964,1
12967,1
12973,0
12989,0
12995,0
13005,1
13009,1
13011,1
13012,0
13013,0
13017,1
13023,1
13025,0
13026,0
13032,0
13033,1
13038,0
13042,1
13043,1
13047,1
13052,0
13053,1
13065,1
13067,1
13068,0
13069,0
13078,1
13090,1
13091,0
13101,1
13107,0
13109,1
13110,1
13126,1
13128,0
13130,0
13137,1
13141,0
13142,0
13144,1
13145,1
13151,0
13160,0
13176,0
13177,0
13181,1
13185,0
13187,0
13188,1
13200,0
13201,0
13206,0
13218,1
13236,1
13247,1
13249,1
13272,0
13283,0
13284,1
13285,1
13294,1
13316,1
13317,0
13326,1
13331,1
13332,1
13334,0
13338,1
13340,1
13360,1
13363,1
13376,1
13383,1
13394,0
13400,0
13403,0
13419,1
13420,0
13424,0
13444,1
13461,1
13463,1
13471,1
13474,0
13480,1
13488,1
13495,0
13501,1
13510,0
13521,1
13522,1
13523,1
13531,1
13535,1
13537,1
13543,1
13548,1
13551,1
13559,1
13563,0
13566,0
13567,1
13572,1
13575,0
13577,0
13579,0
13581,1
13584,1
13585,0
13586,0
13594,0
13595,0
13600,0
13606,1
13612,0
13620,1
13621,0
13626,1
13628,0
13646,0
13647,1
13648,0
13650,1
13655,1
13658,0
13660,0
13662,0
13669,1
13672,1
13674,0
13680,0
13695,0
13705,0
13715,1
13716,1
13717,0
13718,1
13723,0
13726,1
13735,1
13738,1
13739,0
13773,1
13777,1
13786,1
13788,0
13789,1
13790,1
13795,0
13799,0
13800,1
13801,1
13803,0
13810,0
13812,0
13822,1
13824,0
13835,1
13836,1
13838,0
13842,1
13843,1
13847,0
13848,0
13851,1
13856,0
13858,1
13860,1
13863,1
13874,0
13875,1
13877,1
13878,1
13887,1
13888,0
13895,1
13897,1
13903,1
13912,0
13913,1
13917,0
13929,0
13931,1
13936,1
13939,1
13942,0
13951,0
13958,1
13966,1
13969,1
13972,1
13973,0
13975,1
13977,0
13981,0
13982,1
13983,1
13984,0
13988,1
13992,1
13995,0
13997,1
14002,1
14004,1
14010,0
14042,0
14047,1
14050,0
14053,1
14059,0
14069,0
14070,1
14071,0
14078,0
14081,0
14085,1
